no,장소(영문),장소(한글),Scenario,순서,화자,내용,TTS,발음,영어,
94,academy,학원,4. Class Schedule,7,Customer,주말 수업도 있어요?,주말 수업도 있어요?,ju-mal su-eop-tto i-sseo-yo?,Are there weekend classes?,
95,academy,학원,4. Class Schedule,8,Staff,토요일만 있어요. 오전 열시부터 오후 두시까지예요. 보충 수업으로 많이 들으세요.,토요일만 있어요. 오전 열시부터 오후 두시까지예요. 보충 수업으로 많이 들으세요.,to-yo-il-man i-sseo-yo. o-jeon yeol-si-bu-teo o-hu du-si-kka-ji-ye-yo. bo-chung su-eo-beu-ro ma-ni deu-reu-se-yo.,"It's only on Saturdays, from 10 a.m. to 2 p.m. Please attend as many supplementary classes as possible.",
96,academy,학원,4. Class Schedule,9,Customer,오전반으로 할게요. 언제부터 시작할 수 있어요?,오전반으로 할게요. 언제부터 시작할 수 있어요?,o-jeon-ba-neu-ro hal-ge-yo. eon-je-bu-teo si-ja-kal su i-sseo-yo?,I'll take the morning shift. When can I start?,
97,academy,학원,4. Class Schedule,10,Staff,다음 주 월요일부터 가능해요. 첫날 아홉시까지 와주세요.,다음 주 월요일부터 가능해요. 첫날 아홉시까지 와주세요.,da-eum ju wo-ryo-il-bu-teo ga-neung-hae-yo. cheon-nal a-hop-ssi-kka-ji wa-ju-se-yo.,Available starting next Monday. Please come by 9 o'clock on the first day.,
98,academy,학원,5. Homework/Exams,1,Customer,숙제가 많아요?,숙제가 많아요?,suk-jje-ga ma-na-yo?,Do you have a lot of homework?,
99,academy,학원,5. Homework/Exams,2,Staff,매일 있어요. 보통 일기 쓰기랑 단어 암기예요. 30분이면 할 수 있어요.,매일 있어요. 보통 일기 쓰기랑 단어 암기예요. 30분이면 할 수 있어요.,mae-il i-sseo-yo. bo-tong il-gi sseu-gi-rang da-neo am-gi-ye-yo. 30bu-ni-myeon hal su i-sseo-yo.,I do it every day. It's usually journaling and memorizing vocabulary. I can do it in 30 minutes.,
100,academy,학원,5. Homework/Exams,3,Customer,숙제 안 하면 어떻게 돼요?,숙제 안 하면 어떻게 돼요?,suk-jje an ha-myeon eo-tteo-ke dwae-yo?,What happens if I don't do my homework?,
101,academy,학원,5. Homework/Exams,4,Staff,출석 점수에 반영돼요. 숙제 안 하면 출석률이 낮아질 수 있어요.,출석 점수에 반영돼요. 숙제 안 하면 출석률이 낮아질 수 있어요.,chul-seok jeom-su-e ba-nyeong-dwae-yo. suk-jje an ha-myeon chul-seong-nyu-ri na-ja-jil su i-sseo-yo.,"It will be reflected in your attendance score. If you don't do your homework, your attendance rate may drop.",
102,academy,학원,5. Homework/Exams,5,Customer,시험은 언제 있어요?,시험은 언제 있어요?,si-heo-meun eon-je i-sseo-yo?,When is the exam?,
103,academy,학원,5. Homework/Exams,6,Staff,"매달 말에 월말 시험이 있고요, 학기 끝나면 레벨 테스트 다시 봐요.","매달 말에 월말 시험이 있고요, 학기 끝나면 레벨 테스트 다시 봐요.","mae-dal ma-re wol-mal si-heo-mi it-kko-yo, hak-kki kkeun-na-myeon re-bel te-seu-teu da-si bwa-yo.","There is a monthly exam at the end of each month, and a level test is taken again at the end of the semester.",
104,academy,학원,5. Homework/Exams,7,Customer,시험 못 보면 어떻게 돼요?,시험 못 보면 어떻게 돼요?,si-heom mot bo-myeon eo-tteo-ke dwae-yo?,What happens if I don't take the test?,
105,academy,학원,5. Homework/Exams,8,Staff,다음 달에 같은 레벨 다시 들으셔야 해요. 하지만 열심히 하시면 다 올라가세요.,다음 달에 같은 레벨 다시 들으셔야 해요. 하지만 열심히 하시면 다 올라가세요.,da-eum da-re ga-teun re-bel da-si deu-reu-syeo-ya hae-yo. ha-ji-man yeol-sim-hi ha-si-myeon da ol-la-ga-se-yo.,"You'll have to take the same level again next month, but if you work hard, you'll all move up.",
106,academy,학원,5. Homework/Exams,9,Customer,TOPIK 준비반도 있어요?,TOPIK 준비반도 있어요?,TOPIK jun-bi-ban-do i-sseo-yo?,Is there a TOPIK preparation class?,
107,academy,학원,5. Homework/Exams,10,Staff,"네, 중급 이상이면 신청할 수 있어요. 시험 두 달 전에 특별반이 열려요.","네, 중급 이상이면 신청할 수 있어요. 시험 두 달 전에 특별반이 열려요.","ne, jung-geup i-sang-i-myeon sin-cheong-hal su i-sseo-yo. si-heom du dal jeo-ne teuk-ppyeol-ba-ni yeol-lyeo-yo.","Yes, you can apply if you're at the intermediate level or higher. Special classes open two months before the exam.",
108,academy,학원,6. Absence/Make-up,1,Customer,내일 수업 못 갈 것 같아요. 어떻게 해요?,내일 수업 못 갈 것 같아요. 어떻게 해요?,nae-il su-eop mot gal geot ga-ta-yo. eo-tteo-ke hae-yo?,I don't think I can make it to class tomorrow. What should I do?,
109,academy,학원,6. Absence/Make-up,2,Staff,미리 결석계 내주세요. 앱으로도 신청할 수 있어요.,미리 결석계 내주세요. 앱으로도 신청할 수 있어요.,mi-ri gyeol-seok-kkye nae-ju-se-yo. ae-beu-ro-do sin-cheong-hal su i-sseo-yo.,Please submit your absence in advance. You can also apply through the app.,
110,academy,학원,6. Absence/Make-up,3,Customer,결석하면 출석률에 영향 있어요?,결석하면 출석률에 영향 있어요?,gyeol-seo-ka-myeon chul-seong-nyu-re yeong-hyang i-sseo-yo?,Does absence affect attendance?,
111,academy,학원,6. Absence/Make-up,4,Staff,병원 가거나 중요한 일이면 증빙 서류 내시면 인정돼요.,병원 가거나 중요한 일이면 증빙 서류 내시면 인정돼요.,byeong-won ga-geo-na jung-yo-han i-ri-myeon jeung-bing seo-ryu nae-si-myeon in-jeong-dwae-yo.,"If you go to the hospital or for something important, you can submit supporting documents and they will be accepted.",
112,academy,학원,6. Absence/Make-up,5,Customer,보강 수업 있어요?,보강 수업 있어요?,bo-gang su-eop i-sseo-yo?,Do you have any extra classes?,
113,academy,학원,6. Absence/Make-up,6,Staff,"네, 다른 시간대 수업에 들어가실 수 있어요. 미리 신청해주세요.","네, 다른 시간대 수업에 들어가실 수 있어요. 미리 신청해주세요.","ne, da-reun si-gan-dae su-eo-be deu-reo-ga-sil su i-sseo-yo. mi-ri sin-cheong-hae-ju-se-yo.","Yes, you can join classes at different times. Please apply in advance.",
114,academy,학원,6. Absence/Make-up,7,Customer,녹화 수업 같은 건 없어요?,녹화 수업 같은 건 없어요?,no-kwa su-eop ga-teun geon eop-seo-yo?,There are no recorded classes or anything?,
115,academy,학원,6. Absence/Make-up,8,Staff,홈페이지에 복습 영상이 있어요. 하지만 그건 출석으로 인정 안 돼요.,홈페이지에 복습 영상이 있어요. 하지만 그건 출석으로 인정 안 돼요.,hom-pe-i-ji-e bok-sseup yeong-sang-i i-sseo-yo. ha-ji-man geu-geon chul-seo-geu-ro in-jeong an dwae-yo.,"There's a review video on the website, but it doesn't count as attendance.",
116,academy,학원,6. Absence/Make-up,9,Customer,얼마나 결석하면 문제 돼요?,얼마나 결석하면 문제 돼요?,eol-ma-na gyeol-seo-ka-myeon mun-je dwae-yo?,How many absences does it take to cause a problem?,
117,academy,학원,6. Absence/Make-up,10,Staff,출석률 80% 미만이면 비자 연장 안 돼요. 결석은 신중하게 하세요.,출석률 80% 미만이면 비자 연장 안 돼요. 결석은 신중하게 하세요.,chul-seong-nyul 80% mi-ma-ni-myeon bi-ja yeon-jang an dwae-yo. gyeol-seo-geun sin-jung-ha-ge ha-se-yo.,"If your attendance rate falls below 80%, your visa will not be extended. Be careful about your absences.",
118,academy,학원,7. Class Change/Level Up,1,Customer,수업이 너무 쉬워요. 레벨업 할 수 있어요?,수업이 너무 쉬워요. 레벨업 할 수 있어요?,su-eo-bi neo-mu swi-wo-yo. re-be-reop hal su i-sseo-yo?,The class is too easy. Can I level up?,
119,academy,학원,7. Class Change/Level Up,2,Staff,담당 선생님한테 말씀하세요. 추천 받으시면 레벨 테스트 다시 볼 수 있어요.,담당 선생님한테 말씀하세요. 추천 받으시면 레벨 테스트 다시 볼 수 있어요.,dam-dang seon-saeng-nim-han-te mal-sseum-ha-se-yo. chu-cheon ba-deu-si-myeon re-bel te-seu-teu da-si bol su i-sseo-yo.,"Please speak to your teacher. If they recommend it, you can take the level test again.",
120,academy,학원,7. Class Change/Level Up,3,Customer,반대로 너무 어려우면요?,반대로 너무 어려우면요?,ban-dae-ro neo-mu eo-ryeo-u-myeo-nyo?,"On the other hand, what if it's too difficult?",
121,academy,학원,7. Class Change/Level Up,4,Staff,그것도 가능해요. 처음 한 달 안에는 레벨 조정 자유롭게 할 수 있어요.,그것도 가능해요. 처음 한 달 안에는 레벨 조정 자유롭게 할 수 있어요.,geu-geot-tto ga-neung-hae-yo. cheo-eum han dal a-ne-neun re-bel jo-jeong ja-yu-rop-kke hal su i-sseo-yo.,That's possible. You can freely adjust your level within the first month.,
122,academy,학원,7. Class Change/Level Up,5,Customer,오전반에서 오후반으로 바꿀 수 있어요?,오전반에서 오후반으로 바꿀 수 있어요?,o-jeon-ba-ne-seo o-hu-ba-neu-ro ba-kkul su i-sseo-yo?,Can I change from the morning shift to the afternoon shift?,
123,academy,학원,7. Class Change/Level Up,6,Staff,자리 있으면 가능해요. 사무실에서 신청서 작성하시면 돼요.,자리 있으면 가능해요. 사무실에서 신청서 작성하시면 돼요.,ja-ri i-sseu-myeon ga-neung-hae-yo. sa-mu-si-re-seo sin-cheong-seo jak-sseong-ha-si-myeon dwae-yo.,"Yes, if there's space available, you can fill out an application at the office.",
124,academy,학원,7. Class Change/Level Up,7,Customer,지금 바로 바꿀 수 있어요?,지금 바로 바꿀 수 있어요?,ji-geum ba-ro ba-kkul su i-sseo-yo?,Can I change it right now?,
125,academy,학원,7. Class Change/Level Up,8,Staff,다음 주부터 가능해요. 이번 주는 현재 반에서 마무리하세요.,다음 주부터 가능해요. 이번 주는 현재 반에서 마무리하세요.,da-eum ju-bu-teo ga-neung-hae-yo. i-beon ju-neun hyeon-jae ba-ne-seo ma-mu-ri-ha-se-yo.,It's possible starting next week. Please finish this week in your current class.,
126,academy,학원,7. Class Change/Level Up,9,Customer,바꾸면 추가 비용 있어요?,바꾸면 추가 비용 있어요?,ba-kku-myeon chu-ga bi-yong i-sseo-yo?,Is there an additional cost if I change it?,
127,academy,학원,7. Class Change/Level Up,10,Staff,"아니요, 같은 학기 안에서는 무료예요.","아니요, 같은 학기 안에서는 무료예요.","a-ni-yo, ga-teun hak-kki a-ne-seo-neun mu-ryo-ye-yo.","No, it is free within the same semester.",
128,academy,학원,8. Leave/Re-registration,1,Customer,한 달 동안 고향 가야 해서 휴학하고 싶어요.,한 달 동안 고향 가야 해서 휴학하고 싶어요.,han dal dong-an go-hyang ga-ya hae-seo hyu-ha-ka-go si-peo-yo.,I want to take a break from school because I have to go home for a month.,
129,academy,학원,8. Leave/Re-registration,2,Staff,휴학은 최대 3개월까지 가능해요. 근데 비자 학생은 출입국에 신고해야 해요.,휴학은 최대 삼개월까지 가능해요. 근데 비자 학생은 출입국에 신고해야 해요.,hyu-ha-geun choe-dae sam-gae-wol-kka-ji ga-neung-hae-yo. geun-de bi-ja hak-ssaeng-eun chu-rip-kku-ge sin-go-hae-ya hae-yo.,"A leave of absence is possible for up to three months. However, students with visas must report to the immigration office.",
130,academy,학원,8. Leave/Re-registration,3,Customer,휴학하면 비자 어떻게 돼요?,휴학하면 비자 어떻게 돼요?,hyu-ha-ka-myeon bi-ja eo-tteo-ke dwae-yo?,What happens to my visa if I take a leave of absence?,
131,academy,학원,8. Leave/Re-registration,4,Staff,한 달 이상이면 비자 취소될 수 있어요. 출입국관리소에 먼저 확인하세요.,한 달 이상이면 비자 취소될 수 있어요. 출입국관리소에 먼저 확인하세요.,han dal i-sang-i-myeon bi-ja chwi-so-doel su i-sseo-yo. chu-rip-kkuk-kkwal-li-so-e meon-jeo hwa-gin-ha-se-yo.,"If it's more than a month, your visa may be canceled. Check with the immigration office first.",
132,academy,학원,8. Leave/Re-registration,5,Customer,2주만 쉬면 괜찮아요?,2주만 쉬면 괜찮아요?,2ju-man swi-myeon gwaen-cha-na-yo?,Is it okay if I just rest for two weeks?,
133,academy,학원,8. Leave/Re-registration,6,Staff,2주는 괜찮아요. 휴학 신청서 작성하시고 복귀 날짜 정해주세요.,2주는 괜찮아요. 휴학 신청서 작성하시고 복귀 날짜 정해주세요.,2ju-neun gwaen-cha-na-yo. hyu-hak sin-cheong-seo jak-sseong-ha-si-go bok-kkwi nal-jja jeong-hae-ju-se-yo.,Two weeks is fine. Please fill out a leave of absence application and set a return date.,
134,academy,학원,8. Leave/Re-registration,7,Customer,다시 등록할 때 다시 내야 해요?,다시 등록할 때 다시 내야 해요?,da-si deung-no-kal ttae da-si nae-ya hae-yo?,Do I have to pay again when I re-register?,
135,academy,학원,8. Leave/Re-registration,8,Staff,휴학 기간 안에 돌아오시면 남은 수업 계속 들을 수 있어요. 추가 비용 없어요.,휴학 기간 안에 돌아오시면 남은 수업 계속 들을 수 있어요. 추가 비용 없어요.,hyu-hak gi-gan a-ne do-ra-o-si-myeon na-meun su-eop gye-sok deu-reul su i-sseo-yo. chu-ga bi-yong eop-seo-yo.,"If you return within your leave of absence, you can continue taking your remaining classes. There's no additional cost.",
136,academy,학원,8. Leave/Re-registration,9,Customer,그럼 2주 휴학 신청할게요.,그럼 2주 휴학 신청할게요.,geu-reom 2ju hyu-hak sin-cheong-hal-ge-yo.,Then I will apply for a two-week leave of absence.,
137,academy,학원,8. Leave/Re-registration,10,Staff,알겠어요. 돌아오시면 바로 연락주세요. 반 배정해드릴게요.,알겠어요. 돌아오시면 바로 연락주세요. 반 배정해드릴게요.,al-ge-sseo-yo. do-ra-o-si-myeon ba-ro yeol-lak-jju-se-yo. ban bae-jeong-hae-deu-ril-ge-yo.,"Okay, let me know when you get back. I'll assign you a class.",
138,academy,학원,9. Facilities,1,Customer,학원에 와이파이 있어요?,학원에 와이파이 있어요?,ha-gwo-ne wa-i-pa-i i-sseo-yo?,Is there Wi-Fi at the academy?,
139,academy,학원,9. Facilities,2,Staff,"네, 전 층 무료 와이파이 돼요. 비밀번호는 교실에 적혀 있어요.","네, 전 층 무료 와이파이 돼요. 비밀번호는 교실에 적혀 있어요.","ne, jeon cheung mu-ryo wa-i-pa-i dwae-yo. bi-mil-beon-ho-neun gyo-si-re jeo-kyeo i-sseo-yo.","Yes, there's free Wi-Fi on every floor. The password is posted in the classroom.",
140,academy,학원,9. Facilities,3,Customer,쉬는 시간에 공부할 곳 있어요?,쉬는 시간에 공부할 곳 있어요?,swi-neun si-ga-ne gong-bu-hal got i-sseo-yo?,Is there a place where I can study during break time?,
141,academy,학원,9. Facilities,4,Staff,4층에 자습실 있어요. 조용하고 에어컨도 나와요.,4층에 자습실 있어요. 조용하고 에어컨도 나와요.,4cheung-e ja-seup-ssil i-sseo-yo. jo-yong-ha-go e-eo-keon-do na-wa-yo.,There's a study room on the 4th floor. It's quiet and has air conditioning.,
142,academy,학원,9. Facilities,5,Customer,점심은 어디서 먹어요?,점심은 어디서 먹어요?,jeom-si-meun eo-di-seo meo-geo-yo?,Where do you eat lunch?,
143,academy,학원,9. Facilities,6,Staff,지하에 구내식당 있어요. 학생 할인 받으면 5천 원이에요.,지하에 구내식당 있어요. 학생 할인 받으면 5천 원이에요.,ji-ha-e gu-nae-sik-ttang i-sseo-yo. hak-ssaeng ha-rin ba-deu-myeon 5cheon wo-ni-e-yo.,"There's a cafeteria in the basement. If you get a student discount, it's 5,000 won.",
144,academy,학원,9. Facilities,7,Customer,락커 있어요? 짐 맡기고 싶은데요.,락커 있어요? 짐 맡기고 싶은데요.,rak-keo i-sseo-yo? jim mat-kki-go si-peun-de-yo.,Are there any lockers? I'd like to leave my luggage there.,
145,academy,학원,9. Facilities,8,Staff,"네, 사무실에서 신청하시면 한 학기 동안 사용할 수 있어요. 보증금 만원이에요.","네, 사무실에서 신청하시면 한 학기 동안 사용할 수 있어요. 보증금 만원이에요.","ne, sa-mu-si-re-seo sin-cheong-ha-si-myeon han hak-kki dong-an sa-yong-hal su i-sseo-yo. bo-jeung-geum ma-nwo-ni-e-yo.","Yes, you can apply at the office and use it for one semester. The deposit is 10,000 won.",
146,academy,학원,9. Facilities,9,Customer,프린터 사용할 수 있어요?,프린터 사용할 수 있어요?,peu-rin-teo sa-yong-hal su i-sseo-yo?,Can I use the printer?,
147,academy,학원,9. Facilities,10,Staff,"네, 1층 로비에 있어요. 흑백은 무료고 컬러는 장당 100원이에요.","네, 1층 로비에 있어요. 흑백은 무료고 컬러는 장당 백원이에요.","ne, 1cheung ro-bi-e i-sseo-yo. heuk-ppae-geun mu-ryo-go keol-leo-neun jang-dang bae-gwo-ni-e-yo.","Yes, they're in the lobby on the first floor. Black and white ones are free, and color ones are 100 won each.",
148,airport,공항,1. Check-in,1,Customer,안녕하세요. 체크인하려고요.,안녕하세요. 체크인하려고요.,an-nyeong-ha-se-yo. che-keu-in-ha-ryeo-go-yo.,"Hello, I'd like to check in.",
149,airport,공항,1. Check-in,2,Staff,여권이랑 예약 확인서 보여주세요.,여권이랑 예약 확인서 보여주세요.,yeo-gwo-ni-rang ye-yak hwa-gin-seo bo-yeo-ju-se-yo.,Please show me your passport and reservation confirmation.,
